,Title,Target
1088,"CVE-2021-27386 A vulnerability has been identified in SIMATIC HMI Comfort Outdoor Panels 7\"" &amp; 15\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMATIC HMI Comfort Panels 4\"" - 22\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMAT...  ",Critical
1089,"CVE-2021-27385 A vulnerability has been identified in SIMATIC HMI Comfort Outdoor Panels 7\"" &amp; 15\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMATIC HMI Comfort Panels 4\"" - 22\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMAT...  ",Critical
1090,"CVE-2021-27384 A vulnerability has been identified in SIMATIC HMI Comfort Outdoor Panels 7\"" &amp; 15\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMATIC HMI Comfort Panels 4\"" - 22\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMAT...  ",Critical
1091,"CVE-2021-27383 A vulnerability has been identified in SIMATIC HMI Comfort Outdoor Panels 7\"" &amp; 15\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMATIC HMI Comfort Panels 4\"" - 22\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMAT...  ",Critical
1092,"CVE-2021-25662 A vulnerability has been identified in SIMATIC HMI Comfort Outdoor Panels 7\"" &amp; 15\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMATIC HMI Comfort Panels 4\"" - 22\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMAT...  ",Critical
1093,"CVE-2021-25661 A vulnerability has been identified in SIMATIC HMI Comfort Outdoor Panels 7\"" &amp; 15\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMATIC HMI Comfort Panels 4\"" - 22\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMAT...  ",Critical
1094,"CVE-2021-25660 A vulnerability has been identified in SIMATIC HMI Comfort Outdoor Panels 7\"" &amp; 15\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMATIC HMI Comfort Panels 4\"" - 22\"" (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMAT...  ",Critical
1095,"CVE-2021-20277 A flaw was found in Samba's libldb. Multiple, consecutive leading spaces in an LDAP attribute can lead to an out-of-bounds memory write, leading to a crash of the LDAP server process handling the request. The highest threat from this vuln...  ",Critical
1096,"CVE-2020-28393 A vulnerability has been identified in SCALANCE XM-400 Family (All versions &lt; V6.4), SCALANCE XR-500 Family (All versions &lt; V6.4). The OSPF protocol implementation in affected devices incorrectly handles the number of LSA fields in combin...  ",Critical
1097,"CVE-2020-27840 A flaw was found in samba. Spaces used in a string around a domain name (DN), while supposed to be ignored, can cause invalid DN strings with spaces to instead write a zero-byte into out-of-bounds memory, resulting in a crash. The highest...  ",Critical
1098,"CVE-2020-25242 A vulnerability has been identified in SIMATIC NET CP 343-1 Advanced (incl. SIPLUS variants) (All versions), SIMATIC NET CP 343-1 Lean (incl. SIPLUS variants) (All versions), SIMATIC NET CP 343-1 Standard (incl. SIPLUS variants) (All vers...  ",Critical
1099,"CVE-2019-19276 A vulnerability has been identified in SIMATIC HMI Comfort Panels 1st Generation (incl. SIPLUS variants) (All versions &lt; V16 Update 4), SIMATIC HMI KTP Mobile Panels (All versions &lt; V16 Update 4). Specially crafted packets sent to port 16...  ",Critical
1100,"CVE-2020-13873 A SQL Injection vulnerability in get_topic_info() in sys/CODOF/Forum/Topic.php in Codoforum before 4.9 allows remote attackers (pre-authentication) to bypass the admin page via a leaked password-reset token of the admin. (As an admin, an ...  ",Critical
1101,"CVE-2020-35198 An issue was discovered in Wind River VxWorks 7. The memory allocator has a possible integer overflow in calculating a memory block's size to be allocated by calloc(). As a result, the actual memory allocated is smaller than the buffer si...  ",Critical
1102,"CVE-2021-23892 By exploiting a time of check to time of use (TOCTOU) race condition during the Endpoint Security for Linux Threat Prevention and Firewall (ENSL TP/FW) installation process, a local user can perform a privilege escalation attack to obtain...  ",Critical
1103,CVE-2021-23891 Privilege Escalation vulnerability in McAfee Total Protection (MTP) prior to 16.0.32 allows a local user to gain elevated privileges by impersonating a client token which could lead to the bypassing of MTP self-defense.  ,Critical
1104,CVE-2021-23872 Privilege Escalation vulnerability in the File Lock component of McAfee Total Protection (MTP) prior to 16.0.32 allows a local user to gain elevated privileges by manipulating a symbolic link in the IOTL interface.  ,Critical
1105,CVE-2020-36289 Affected versions of Atlassian Jira Server and Data Center allow an unauthenticated user to enumerate users via an Information Disclosure vulnerability in the QueryComponentRendererValue!Default.jspa endpoint. The affected versions are be...  ,Critical
1106,"CVE-2021-32606 In the Linux kernel 5.11 through 5.12.2, isotp_setsockopt in net/can/isotp.c allows privilege escalation to root by leveraging a use-after-free. (This does not affect earlier versions that lack CAN ISOTP SF_BROADCAST support.)  ",Critical
1107,"CVE-2021-32605 zzzcms zzzphp before 2.0.4 allows remote attackers to execute arbitrary OS commands by placing them in the keys parameter of a ?location=search URI, as demonstrated by an OS command within an ""if"" ""end if"" block.  ",Critical
1108,CVE-2021-32604 SolarWinds Serv-U before 15.2.3 mishandles the user-supplied SenderEmail parameter.  ,Critical
1109,CVE-2021-20313 A flaw was found in ImageMagick in versions before 7.0.11. A potential cipher leak when the calculate signatures in TransformSignature is possible. The highest threat from this vulnerability is to data confidentiality.  ,Critical
1110,"CVE-2021-20312 A flaw was found in ImageMagick in versions 7.0.11, where an integer overflow in WriteTHUMBNAILImage of coders/thumbnail.c may trigger undefined behavior via a crafted image file that is submitted by an attacker and processed by an applic...  ",Critical
1111,"CVE-2021-20311 A flaw was found in ImageMagick in versions before 7.0.11, where a division by zero in sRGBTransformImage() in the MagickCore/colorspace.c may trigger undefined behavior via a crafted image file that is submitted by an attacker processed ...  ",Critical
1112,"CVE-2021-20310 A flaw was found in ImageMagick in versions before 7.0.11, where a division by zero ConvertXYZToJzazbz() of MagickCore/colorspace.c may trigger undefined behavior via a crafted image file that is submitted by an attacker and processed by ...  ",Critical
1113,"CVE-2021-20309 A flaw was found in ImageMagick in versions before 7.0.11 and before 6.9.12, where a division by zero in WaveImage() of MagickCore/visual-effects.c may trigger undefined behavior via a crafted image file submitted to an application using ...  ",Critical
1114,CVE-2021-32089 ** UNSUPPORTED WHEN ASSIGNED ** An issue was discovered on Zebra (formerly Motorola Solutions) Fixed RFID Reader FX9500 devices. An unauthenticated attacker can upload arbitrary files to the filesystem that can then be accessed through th...  ,Critical
1115,CVE-2021-31936 Microsoft Accessibility Insights for Web Information Disclosure Vulnerability  ,Critical
1116,CVE-2021-31173 Microsoft SharePoint Server Information Disclosure Vulnerability  ,Critical
1117,CVE-2021-31211 Visual Studio Code Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-31214.  ,Critical
1118,CVE-2021-31214 Visual Studio Code Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-31211.  ,Critical
1119,CVE-2021-31186 Windows Remote Desktop Protocol (RDP) Information Disclosure Vulnerability  ,Critical
1120,"CVE-2021-31167 Windows Container Manager Service Elevation of Privilege Vulnerability This CVE ID is unique from CVE-2021-31165, CVE-2021-31168, CVE-2021-31169, CVE-2021-31208.  ",Critical
1121,CVE-2021-31185 Windows Desktop Bridge Denial of Service Vulnerability  ,Critical
1122,"CVE-2021-31175 Microsoft Office Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-31176, CVE-2021-31177, CVE-2021-31179.  ",Critical
1123,"CVE-2021-31176 Microsoft Office Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-31175, CVE-2021-31177, CVE-2021-31179.  ",Critical
1124,CVE-2021-31184 Microsoft Windows Infrared Data Association (IrDA) Information Disclosure Vulnerability  ,Critical
1125,CVE-2021-31166 HTTP Protocol Stack Remote Code Execution Vulnerability  ,Critical
1126,"CVE-2021-31208 Windows Container Manager Service Elevation of Privilege Vulnerability This CVE ID is unique from CVE-2021-31165, CVE-2021-31167, CVE-2021-31168, CVE-2021-31169.  ",Critical
1127,CVE-2021-31192 Windows Media Foundation Core Remote Code Execution Vulnerability  ,Critical
1128,CVE-2021-31174 Microsoft Excel Information Disclosure Vulnerability  ,Critical
1129,"CVE-2021-31168 Windows Container Manager Service Elevation of Privilege Vulnerability This CVE ID is unique from CVE-2021-31165, CVE-2021-31167, CVE-2021-31169, CVE-2021-31208.  ",Critical
1130,CVE-2021-31193 Windows SSDP Service Elevation of Privilege Vulnerability  ,Critical
1131,CVE-2021-31195 Microsoft Exchange Server Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-31198.  ,Critical
1132,CVE-2021-31182 Microsoft Bluetooth Driver Spoofing Vulnerability  ,Critical
1133,CVE-2021-31204 .NET and Visual Studio Elevation of Privilege Vulnerability  ,Critical
1134,"CVE-2021-31172 Microsoft SharePoint Spoofing Vulnerability This CVE ID is unique from CVE-2021-26418, CVE-2021-28478.  ",Critical
1135,CVE-2021-31209 Microsoft Exchange Server Spoofing Vulnerability  ,Critical
1136,"CVE-2021-31179 Microsoft Office Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-31175, CVE-2021-31176, CVE-2021-31177.  ",Critical
1137,CVE-2021-31170 Windows Graphics Component Elevation of Privilege Vulnerability This CVE ID is unique from CVE-2021-31188.  ,Critical
